distance_m,easting_m,northing_m,elevation_m_egm2008,dem_valid
12060.0,337429.27890227025,3118631.5195569266,1475.0743408203125,True
12090.0,337422.3820723788,3118602.3244911097,1486.1444091796875,True
12120.0,337414.465181438,3118573.3879599106,1502.617919921875,True
12150.0,337411.4331972776,3118543.8778408254,1517.5108642578125,True
12180.0,337411.2439110573,3118514.0177251934,1528.568115234375,True
12210.0,337397.1491639078,3118489.009417676,1507.6551513671875,True
12240.0,337369.33590001386,3118477.833781519,1510.738525390625,True
12270.0,337345.1320403975,3118462.290624546,1490.642578125,True
12300.0,337330.456101034,3118436.6934140814,1497.7626953125,True
12330.0,337322.92178920435,3118407.6549198837,1498.7054443359375,True
12360.0,337315.54267728294,3118378.580163848,1466.73974609375,True
12390.0,337309.4299291374,3118349.209526979,1467.4208984375,True
12420.0,337306.76869369857,3118319.425201699,1468.8670654296875,True
12450.0,337306.12534925964,3118289.4407620155,1472.3380126953125,True
12480.0,337304.7943817464,3118259.5712302653,1476.7091064453125,True
12510.0,337305.0570368927,3118229.839108264,1477.8480224609375,True
12540.0,337308.9337246003,3118200.0906412043,1475.186767578125,True
12570.0,337312.8342813549,3118170.345308655,1475.9971923828125,True
12600.0,337316.7697856363,3118140.6045654556,1482.191650390625,True
12630.0,337314.3762286787,3118110.8449798077,1482.47314453125,True
12660.0,337316.91417110374,3118081.6167611573,1478.502685546875,True
12690.0,337325.92504541774,3118053.0102885277,1492.9056396484375,True
12720.0,337332.84592654597,3118024.6076301825,1489.72509765625,True
12750.0,337328.1899637615,3117994.984474895,1481.033203125,True
12780.0,337324.36785608536,3117965.2289461163,1477.0404052734375,True
12810.0,337317.92337450036,3117936.000736067,1459.2247314453125,True
12840.0,337312.13441777346,3117906.732723726,1467.27099609375,True
12870.0,337310.74641365843,3117876.764850185,1470.670166015625,True
